date,bank,useful_count,rating,review,sentiment
"Dec 17, 2019",Axis Bank,0,5,"Axis bank service is excellent. The employees are very fast in service and their customer care was educative, they are always ready to provide the prompt response. I use their net banking which is good. I don't need to wait in a long queue whenever i visit their branch since its my salary account, there is no minimum balance required. They are not taking any hidden charges till now.",positive
"Dec 17, 2019",SBI,1,4,I am using State Bank Of India Saving account for more than 15 years .I am using net banking service as well as mobile banking service both are very user friendly and it is used for any payments and also for transaction it is used .Every transaction will be safe and secure .,positive
"Dec 16, 2019",HDFC Bank,0,5,"For more than 5 years,  i'm holding the salary account from HDFC. Its a hassle free account to use. Its a zero balance account. Customer care service is good.  The website is easy to access and i can do the transactions without any hassle. They are not deducting any kind of additional charges for NEFT and IMPS Transactions.",positive
"Dec 16, 2019",Kotak,0,5,I have Kotak Mahindra Bank Salary account which i am using recently and their net banking service & mobile banking service very much comfortable to access .Mostly am using this service for money transfer  and overall banking service is fine.,positive
"Dec 16, 2019",Axis Bank,0,4,Holding my salary account from Axis bank and i use it for last 8 years. Its a zero balance account. I am experienced of their net banking facility and mobile app and its good. I have visited their branch 4 years back and they provided me a prompt response. There is no hidden charges deducted so far.,positive
"Dec 16, 2019",IDBI,1,5,"I have IDBI saving account for the past 7 years .I am using net banking service as well as mobile banking service both are very much user friendly and it is used mostly for money transfer ,recharge and for Emi payments only.Am  satisfied with the overall banking service.",positive
"Dec 15, 2019",IndusInd Bank,3,5,"I am using INDUSIND salary account for last 7 years. It is a zero balance account. I can select my required denomination is Indusind bank ATM, which is very useful. Five transactions are free in other bank atm  and can do n number of transaction in existing bank atm. Notification are send on time and the mobile application is very simple and user friendly.",positive
"Dec 14, 2019",Axis Bank,0,4,Using my savings account from Axis bank i started using this account from the year of 2007. I have to maintain a minimum balance of Rs. 5000. Their Internet banking facility and mobile app is easy to use. They are not taking any kind of hidden charges. I have visited their branch  regarding some issue and the same has been rectified,positive
"Dec 14, 2019",HDFC Bank,0,5,"I am holding a saving account  with HDFC bank for more than 2 years. There is no hidden charges in this bank. It is a  minimum balance account to maintain of 10K. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ACB charges are applicable if I not maintain a minimum amount in account, on monthly basis charge of 1200 rupees.",positive
"Dec 14, 2019",Canara Bank,1,5,"I'm not using Canara bank savings account much. Without any special reason, I have chosen this bank. I went to their branch to open this account and the staffs are very helpful. I need to maintain a minimum balance of Rs. 2,000. I'm not using the net banking facility and mobile app. They are deducting the annual maintenance charges and other ATM withdrawal charges.",positive
"Dec 14, 2019",HDFC Bank,2,4.5,Just 4 months before I opened  a salary  account in HDFC bank . There is no hidden charges in this bank. It is a  zero balance account. I am not using mobile app. ATMs and branches are near to reach them directly. I use to get offers message for shopping  and discount will be avail up to 10%.,positive
"Dec 13, 2019",Kotak,0,3,"I was holding saving account KOTAK bank on 13 years before. There was no any hidden charges in this account. But need to maintain a minimum balance of 10K was very high for me. On that period of time, it was a huge amount so due to this reason, I have closed the account on 8 years before.",neutral
"Dec 13, 2019",Canara Bank,1,5,"I am holding saving account with CANARA BANK for more than 5 years. Their service is good. If I contact for any query they response would be prompt. Need to maintain a minimum balance of 1000 rupees. If not charges are applicable of 150 rupees. Mobile app and net banking, both are user friendly to access.",positive
"Dec 13, 2019",Axis Bank,0,3,I have a savings account from Axis bank. I don't do much transaction from this bank because the process is not that much good. I use this account for loan repayment purpose. Axis bank mobile app is not working properly because every time it makes a problem. I tried to talk with Axis bank customer care but they are not responding properly.,neutral
"Dec 13, 2019",SBI,0,5,I am holding salary account with SBI for more than 10 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. SMS and alert charges are applicable in this account. I use to get an alert messages from bank whenever I do a transaction. ATM charges are applicable if I do transaction more than 5 times in a month.,positive
"Dec 13, 2019",HDFC Bank,0,3,I am using HDFC Bank saving account for more than 5 years.I am using net banking service as well as mobile banking service it is mostly used for cheque transfer and also get the updates about the transaction details .Customer service is also good and getting proper response .,neutral
"Dec 13, 2019",SBI,0,5,I have opened the savings account from State Bank of India and i took the account 4 years ago. Its because of the good service than any other banks so that i availed this account. Its good to use the Internet banking and mobile app facility. I need to maintain a minimum balance of Rs. 1000 and they are charging for other bank ATM withdrawals.,positive
"Dec 13, 2019",Axis Bank,0,5,I am holding a salary account with AXIS BANK for the past 4 years. There is no any hidden charges are avail in this account. Near to my place there is only one cash deposit machine but nowadays which is out of service and earlier it was useful. So I am unable to use it. I am using both mobile app and net banking both are user friendly. No ATM charges are available.,positive
"Dec 13, 2019",Kotak,0,1,I am holding a saving account with KOTAK bank for more than 3 years. Whenever I try to withdraw some money charges are applicable  and high in this bank. So later I have stopped using for withdrawing the amount. I am using mobile app and net banking both are user friendly. It is zero balance account. I get alert message as well mail whenever I do transaction.,negative
"Dec 13, 2019",HDFC Bank,0,5,I have been using the salary account from HDFC bank. I went to their branch and the service has been good. Its a zero balance account. Net banking and mobile app is very useful. The website is easy to understand. They are deducing nominal charges for the fund transfer as per the bank policies.,positive
"Dec 13, 2019",Canara Bank,0,5,I have Canara Bank saving account till now .I am using net banking service as well as mobile banking service both are very user friendly .I am using this service to check transaction details .Customer service is also good and there was no difficulties faced so far .,positive
"Dec 13, 2019",SBI,0,5,"Last 6 years, i am using the salary account from SBI. Its convenient to use their Internet banking and mobile app facility. Its a zero balance account. Frequently, i have visited their branch and the response is good. The staffs are responsive.  I am receiving the notification when i am doing the withdrawals and deposit.",positive
"Dec 12, 2019",Axis Bank,0,5,I am having a salary account with AXIS bank for more than 2-3 years. No need to maintain a minimum balance and some charges are applicable in this account based on transaction. Mobile app and net banking both are user friendly to access. If I contact the customer service is taking long time to connect them around 20 minutes which can be easy.,positive
"Dec 12, 2019",SBI,0,4,I  am using State Bank Of India saving account for the past 15 years.I am using net banking service as well as mobile banking service both are much useful.This service is very useful for money transfer and it is very user friendly .I have not faced any drawbacks so far .Customer service was pretty good and  i am satisfied with the service .,positive
"Dec 12, 2019",Axis Bank,0,3.5,I am holding salary account with AXIS BANK for more than a year. There is no any hidden charges are avail. Since it is a salary account no need to maintain a minimum balance. ATM and branches are near and the services are good. I use to get alert messages on time.,negative
"Dec 12, 2019",Canara Bank,1,4.5,"For my personal purpose,  I have opened a saving account with CANARA bank on 10 years before. Need to maintain a minimum balance of 1000 rupees. If I do a transactions more than 6 times then ATM charges are applicable of 100 rupees. I am using net banking and it is user friendly. I use to get message if any offers avail from this bank.",positive
"Dec 12, 2019",SBI,0,5,I am holding salary account with SBI for more than 5 years. I am not getting any issue for account transfer and by their mobile banking itself can switch to easy process fpr amount transfer. No need to maintain a minimum balance on this account. ATM charges are avail if I exceed more than 4 transactions then charges are apply.,positive
"Dec 12, 2019",HDFC Bank,0,5,"For my personal needs, I have opened  the saving account with HDFC bank on 8 years before. It is a minimum balance account  of 10K. I don't use much ATM rather I would prefer to use online transaction. If I get any offers directly I get call from bank and they will provide the details. I am using mobile app and net banking both are user friendly.",positive
"Dec 12, 2019",Axis Bank,0,5,I am holding salary account with AXIS bank for the past 2 years. Since it is salary account no need to maintain a minimum balance account. There is no any charges are avail in this account. I use to get alert messages and as well mails on time whenever I do transaction. No ATM charges are applicable.,positive
"Dec 11, 2019",Axis Bank,0,5,Opened my salary account from Axis bank and i am holding this account for last 2 months. Its a zero balance account. There is no extra charges for the fund transfer facility. They are not giving any good offers for debit card. I'm not yet visited their branch.,positive
"Dec 11, 2019",SBI,0,4,"In my first office, they have provided me a salary account with SBI once i resigned my job, i have converted my account into savings account without any charges. I need to maintain a balance of Rs. 3000 after the conversion because earlier it was a zero balance account. SBI staff response is very good.",positive
"Dec 11, 2019",HDFC Bank,0,5,"I am doing all my transactions through HDFC Bank. Its been 2 years, which is a salary cum savings account. There is no requirement for minimum balance but am keeping some balance on a monthly basis. The branch is near by to my residence. Customer service was good. They have provided me an international debit card.",positive
"Dec 11, 2019",SBI,1,5,"Took my savings account 3 years ago. I have chosen State bank of India because its one of the best bank in India. I gone to the branch and the response is really good. I have not tried the net banking facility. They are not deducted any kind of hidden charges in my account. In a day, i am able to withdraw a money upto Rs. 20000 from the ATM under a classic account.",positive
"Dec 11, 2019",Canara Bank,1,5,"My previous savings account in Canara bank and its one of the public sector bank even though the service is really good. I need to hold a balance of Rs. 1000. 9 years back, i have started using this account. I can find the ATMs in all the places but I do not find any offers. When i do transaction, i receive the notification immediately.",positive
"Dec 10, 2019",Kotak,0,5,I have Kotak Mahindra Bank Saving account which i am using for the past 2 years .I am using net banking service as well as mobile banking service both are very useful and it is used for money transfer  and recharge .Each transaction details can be tracked through  online as well .,positive
"Dec 10, 2019",HDFC Bank,0,5,I have been using salary account with HDFC bank for more than 8 years and its been very good experience. This is an international debit card and i can withdraw cash every day Rs. 50k and also i am getting alert messages. If i do 5 transactions with other bank ATM's then they charge Rs. 20.,positive
"Dec 10, 2019",SBI,0,3,"In SBI customer care, they are not responding properly. I'm getting lots of cross talk when i talk with them. I am holding my savings account from SBI from the year of 2012. Its a zero balance account and i have been using the net banking and mobile app facility. I visited the branch 1 month before but the staffs response is not that much prompt hence I'm not satisfied.",neutral
"Dec 10, 2019",SBI,0,3,"In SBI customer care, they are not responding properly. I'm getting lots of cross talk when i talk with them. I am holding my savings account from SBI from the year of 2012. Its a zero balance account and i have been using the net banking and mobile app facility. I visited the branch 1 month before but the staffs response is not that much prompt hence I'm not satisfied.",neutral
"Dec 10, 2019",Axis Bank,0,4,I have Axis Bank saving account which i am using for the past 2 years .I am getting message alert as well as email alert .Customer  service is also good and satisfied .Each and every transaction will be safe and secure .Banking service is much comfortable and there was no difficulties faced so far .,positive
"Dec 10, 2019",Canara Bank,2,4,I hold a salary account with Canara bank for more than 3 years. I use net banking facilities which is easy and very useful for fund transfer.Debit card maintains charges are around Rs.150 to 200 per year. ATMs are very sufficient. Customer support is very good.,positive
"Dec 10, 2019",HDFC Bank,0,4,"I have HDFC Bank saving account for the past 16 years .I am using net banking service as well as mobile banking service both are very much user friendly .I am using this service for money transfer ,Each transaction will be safe and secure always.Now a days i am not going to bank  since can track all  details through online .",positive
"Dec 09, 2019",Kotak,0,5,I have Kotak Mahindra Bank credit card which was taken through Bank directly.This was a free card and the credit limit was really good and there are very useful cash back offers as well as reward points .I have submitted the required documents for this credit card.I am comfortable on using this credit card .,positive
"Dec 09, 2019",SBI,0,2,I have State Bank Of India salary account for the past 7 years .I am using net banking service as well as mobile banking service it is used for money transfer and also can check the details about all the transactions .Customer service is also good and i am satisfied with the service so far.,negative
"Dec 09, 2019",IndusInd Bank,5,4,"Since 2012,  I am holding saving as well as salary account with INDUSIDND bank. It is minimum balance account to maintain of 10K is high amount and if not maintenance charges are applicable of 118 rupees. On quarterly basis alert message charge is applicable of 27 rupees. Atm charge is avail on annual basis of  250 rupees. I won't use the card more than 3- 4 times. Atm and branches are near around of 2-3 kms. I am using both mobile app and net banking.",positive
"Dec 09, 2019",Kotak,0,5,I am using kotak Mahindra Bank saving account for the past 6 months .I am getting message alert as well as email alert for each and every transaction.Banking  service is also good and comfortable as well .Customer service is very nice and transaction will be safe and secure .,positive
"Dec 09, 2019",Axis Bank,0,4,I hold a salary account with AXIS BANK for past 7 months. Mobile application is user friendly. I use this application for fund transfer and to check the offer on my profile. I get notification on time through email and messages. No charges for debit card.,positive
"Dec 09, 2019",HDFC Bank,0,4.5,I am using HDFC Saving account for the past 8 months .I am using net banking service as well as mobile banking service both are used for money transfer and checking for the account balance details .Customer service is also good and there was no difficulties faced so far .I am completely satisfied with the banking service so far.,positive
"Dec 09, 2019",SBI,0,5,"I have a saving account with SBI for more than 10 years. The minimum balance required to maintain is Rs.1000. I am using debit card and ATMs are very sufficient, mostly fund will be available. If I go to bank,  response is very good from bank executive.",positive
"Dec 09, 2019",Axis Bank,0,5,"I have a salary account with AXIS bank from past 6 years. Mobile application  is very user friendly  and I use this app mostly for fund transaction, tv and mobile recharge. Customer support response is very good. There is no hidden charges applied till now.",positive
"Dec 09, 2019",SBI,0,5,"I am doing all my transactions through SBI Bank. Its been 13 years, salary cum savings account. There is no requirement for minimum balance, but am keeping some balance on a monthly basis. The branch is near by to my residence. Customer service was good.",positive
"Dec 08, 2019",Kotak,5,5,I am using my personal saving account with KOTAK bank since 6 months. Actually I am not using much. I prefer to use for online transaction and shopping purpose. It is a zero balance account. No charges are avail in this account. I use to get alert messages on time from bank for each transaction.,positive
"Dec 08, 2019",HDFC Bank,0,5,I am having my salary account with HDFC bank and I use this account for almost 10 years. Its a zero balance account. I use their Internet banking facility  and mobile app. Regularly i visit their branch and the response was prompt. There is a additional charges for other bank fund transfer.,positive
"Dec 07, 2019",Axis Bank,0,5,I have been using the Axis bank salary account for last 5 years.  I use their net banking facility very frequently. I had visited their branch and the response was good. I have not faced any issue from this account so far. They provided me some offers in upgrading the debit card like customized cards. I can control all my transaction through app.,positive
"Dec 07, 2019",SBI,0,3,"I am using savings account in SBI since 2013. Customer service and responsiveness are not too good, need to improve in service and  If i withdrawn cash from ATM i am getting alert messages. This is a domestic card, and i am using visa card.  This is a not a free card annual charges Rs. 150 and they charging SMS  quarterly RS. 20, need to change that.",neutral
"Dec 07, 2019",HDFC Bank,0,5,"I have HDFC Bank Salary account which i am using for the past 1 year .I am using net banking service as well as mobile banking service both are very much user friendly .I am using this service for money transfer ,shopping and recharge .I have not yet contacted customer service since everything was good.",positive
"Dec 07, 2019",Kotak,1,5,"I took my savings account  from Kotak Mahindra bank on one year back. No minimum balance is required, i have chosen this bank. I do use  online banking facility and its good. I never gone to their branch till now. Through online, i have opened this account after a week, they have sent me a cheque book and debit card.",positive
"Dec 07, 2019",HDFC Bank,1,3,"Since i have been working under HDFC bank, the salary account was provided from the same place. Its a zero balance account. I like the net banking and mobile facility. The branch services is fine. They are providing some offers for debit card.",neutral
"Dec 07, 2019",Axis Bank,2,2,"I have Axis Bank Saving account which i am using for the past 4 to 5 years .I am using net banking service as well as mobile banking service both are very  much comfortable to use.I am using this service for money transfer ,recharge and for online shopping.Customer service is also good and according to me the service is average.",negative
"Dec 07, 2019",Axis Bank,2,2,"I have Axis Bank Salary account which I am using for the past 4 years . I am using net banking service as well as mobile banking service both are very user friendly and much comfortable to use. I am using this service for money transfer, recharge and for online shopping.",negative
"Dec 07, 2019",Kotak,1,5,"I'm having my savings account with Kotak mahindra bank. Since its a zero balance account so that I had selected this bank. On yearly once, they are charging Rs. 200 for the debit card.  Once i had faced a issue like they have blocked my account due to signature mismatch. Once i visited their branch, they said it will take one  week to resolve my issue.",positive
"Dec 07, 2019",Axis Bank,0,5,"My savings account with AXIS bank opened in the month of July 2018. Its a zero balance account to use. They are not providing any offers for debit cards. The branch which i have opened the account, i didn't visited but i have gone to the nearby branch and the response was good. They are not deducting any kind of hidden charges like ATM withdraws, SMS notification charges.",positive
"Dec 07, 2019",Kotak,1,5,"I have been holding the salary account with Kotak Mahindra bank. Just 8 months before, i had opened this account. Its a hassle free account to use. Its good to use their Internet banking and mobile app facility. I have visited their branch and the response was good. Totally, I'm happy about the services.",positive
"Dec 07, 2019",SBI,0,5,"I am using savings account in SBI almost 3 years.
The customer service and responsiveness are good. If I withdrawn cash from ATM I am getting alert messages. This is a domestic card, and i am using visa card.  This is a free card, no charges and there is a minimum balance i have to maintain Rs.3000.",positive
"Dec 06, 2019",Kotak,5,0.5,"ready to cheat NRI's
please open any account 
choose ICICI the best one.
this is the bank looks so nice but ready to loot you by just nice show ups my choice is a right one because i suffered a lot. at least some one want to open a account this is not  at all a great choice.",negative
"Dec 05, 2019",IndusInd Bank,12,0.5,worst service I ever seen in my life from Indusland bank. They don't bother about the customer issue and don't maitain track of conversation. Long waiting in call. NRE service is available on non-NRE timings. Disgusting service I ever see .,negative
"Dec 05, 2019",Canara Bank,0,5,I have Canara Bank saving account for the past 3 to 4 months .This saving account transaction details will be received through message alert only .I have not undergone any difficulties so far on the usage .I have not faced any fraudulent transaction and satisfied with the overall banking service.,positive
"Dec 05, 2019",SBI,1,5,I have State Bank Of India saving account for the past 6 to  7 months only.Will be getting message alert for each and every transaction .There was no difficulties faced on using this account .customer service was good and getting good response as well.There was no fraudulent transaction faced so far .,positive
"Dec 05, 2019",HDFC Bank,0,5,I have opened my savings account in HDFC Bank before 18 years ago. My experience is very very good and I like the customer support and responsiveness was good. Other things are also good in this bank. I am using Internet banking its very user friendly.,positive
"Dec 05, 2019",Punjab National Bank,2,4,I am using Punjab National Bank saving account for the past 8 years .I am using net banking service as well as mobile banking service both are really good .I am using this service for money transfer only .This service is very user friendly and customer service is also good .I am really satisfied with banking service as well.,positive
"Dec 05, 2019",SBI,2,4,I have taken my savings account from STATE BANK OF INDIA more than 8 years. Since their branch is available near to my home hence I have chosen it. I am using their online banking facility and its good to us. Customer service and responsiveness was good.,positive
"Dec 05, 2019",SBI,1,4,I have saving account with SBI  for past 13 years. I am using only net banking service which is mostly used for money transfer and travel ticket booking . Customer service is also good and there was no difficulties faced so far. Banking service is much comfortable and there was no difficulties faced as well.,positive
"Dec 05, 2019",Canara Bank,1,5,"I am using Canara bank savings account for last one  year. Since I like their service I have selected this bank. I need to maintain a minimum balance of Rs. 1000. Its quite comfortable to use online banking facility. Weekly once, I have been visited their branch and the response was prompt. I can access ATM in all the places.",positive
"Dec 05, 2019",Canara Bank,0,5,Its been more than 10 years since I'm using the salary account from Canara bank. I never faced any issue till now. In my branch the response was good and the staffs are helpful. Its quite easy to use their Internet banking and mobile app. Its easy to access their website also.,positive
"Dec 05, 2019",Axis Bank,0,5,I have been holding an account for a saving with AXIS bank since 13 years till now there was no issues salary cums  savings. If i withdrawn more than 4 attempts with other ATMs there will be some charges. I use to get an alert messages while withdrawal cash from ATM. I have this bank ATM near to my house.,positive
"Dec 05, 2019",Axis Bank,0,5,"In the month of April, i have opened my salary account from Axis bank. They have given zero balance maintenance for the salary account. I have not used the Internet banking facility and mobile app. One time I have visited their  branch to change ATM pin and the response was unhappy because they are giving important only to the person who takes the loan. They are giving discounts online shopping for debit cards.",positive
"Dec 05, 2019",SBI,0,4,I have been holding savings account from State bank of India and I am using for almost 10 years. This is my first savings account. Only SBI is available in my surrounding that is the reason I had chosen this bank. They are taking lot of amount of non balance maintenance and other hidden charges.,positive
"Dec 04, 2019",SBI,1,4.5,I am using SBI to hold a saving account for the past 18 years. I am not using mobile app or net banking so far. This is my first account. Need to maintain a minimum balance of 5K and there is no hidden charges. Being a privilege customer they have not provided any loan or card offers.  ATM and branches are near.,positive
"Dec 04, 2019",HDFC Bank,1,4,"Recently I have opened the savings account from HDFC bank. I use this account for last 6 months, at earlier it was my salary account. I have visited their branch and the response was good. Its good to use their net banking facility. There is offers for debit card and they are not deducting any kind of hidden charges.",positive
"Dec 04, 2019",SBI,0,3.5,"I am holding salary plus saving account with SBI for more than 9 years. It is a minimum balance account to maintain of 1000 rupees. If I visit to branch for any query there is not up to the mark and no proper response. No hidden charges are avail. Before I was using net banking due to server issue stop using it now. Alert message I get on delay basis. There is ATM charges avail of 40 rupees, if I exceed more than 5 times in a month.",negative
"Dec 04, 2019",Axis Bank,1,5,Opened my savings account with Axis bank and i have been holding this account from 2015. My company opened this account for their own transactions. Service is very nice. I need to maintain a minimum balance of Rs. 2000. I have not experienced of their online banking facility.,positive
"Dec 04, 2019",HDFC Bank,1,2,"HDFC bank is charging very high hence i won't recommend this account to everyone. To maintain a minimum balance of Rs. 5000 is quite difficult for all the people. In my previous company, they have provided me this account as a salary account. After i left the company bank has converted my account from salary account to savings account.",negative
"Dec 04, 2019",Canara Bank,1,4,"Canara bank customer care service is very nice and i hold this account since 2006. I need to maintain a minimum balance of Rs, 500. I have not faced any issues from this account. I have not used the Internet banking and mobile app. When i was a student, i opened this account.",positive
"Dec 04, 2019",SBI,0,5,SBI is a very good bank because it provides me a nice service and its a zero balance account hence there is no minimum balance is required. I have been using this account since 2013. I have visited their branch and they are treating the customer very nicely.,positive
"Dec 03, 2019",Canara Bank,0,3.5,I have been utilizing the savings account from Canara bank from the year of 2003 and its my first bank account. In my area this bank is available. I need to maintain a minimum balance of Rs. 500. They are not deducting any kind of unwanted charges. They are charging Rs. 23 for other bank ATM's withdrawals.,negative
"Dec 03, 2019",Kotak,0,4,"In Kotak Mahindra bank, i have my salary account and the customer care people are much reachable. More than 5 years, i am using this account. Its convenient to use the mobile app and net banking facility. I have visited their branch and the employees are behaving very friendly.",positive
"Dec 03, 2019",SBI,0,4,For more than 3 years I am holding a saving account with SBI . There is some hidden charges in this bank. It is a  minimum balance account of 1000 rupees. I am using mobile app and it is user friendly to access.  I prefer to use online transaction rather visiting branch.,positive
"Dec 03, 2019",Canara Bank,0,5,I have opened my salary account from Canara bank and i hold this from the year of 2015. Bank executive came to my place to open this account. Its a zero balance account. I am not using their online banking and mobile app facility. I went to their branch for withdrawing some money and the response was fine.,positive
"Dec 03, 2019",SBI,0,4,"I have opened the savings account with SBI in the year of 2013. I need to hold a minimum balance of Rs. 1000. In my local area, SBI branch was available so that i have chosen this bank. Its very good to use their online banking facility. SBI branch has a overcrowded one because only one branch was there for 3 mandals.",positive
"Dec 03, 2019",IndusInd Bank,4,4,I have Indusind Bank Salary account which i am using for the past 2 years.I am using net banking service as well as mobile banking service both are very useful .I am using these service for money transfer and recharge.Customer service is very good and banking service is also comfortable.,positive
"Dec 03, 2019",SBI,0,4,More than 10 years I am holding account with SBI. This is my first bank account. They intimated to maintain minimum of 5K. SMS charges are applicable which is nominal. I am using Mobile app and net banking both are user friendly to access. I use to get alert messages on time from bank whenever I do a transaction.,positive
"Dec 03, 2019",Axis Bank,0,4,The customer service of Axis bank is good. I have been using this account for more than 2 years. It is zero balance account so no need to maintain a minimum balance amount. There are some charges applicable of 150 rupees which is nominal. ATM and branches are near to reach them and good service.,positive
"Dec 03, 2019",HDFC Bank,1,3,I have been holding savings account with HDFC BANK for more than one year. It is a minimum balance to maintain of 5000 rupees. The customer care is not good response would like to suggest to improve it. SMS charges are avail. They are deducting 880 rupees for debit card charges on annual basis. Mobile app and net banking both are user friendly.,neutral
"Dec 02, 2019",SBI,0,4,"I have an account with SBI Bank saving account more than 2 years.They offered a platinum debit card.and the card has some yearly charges of Rs.180. To open an account with SBI Bank needs pan card, aadhar card and KYC completed by official mangers, so my account activated within 24hours. Customer service was good and i am not facing any problem.",positive
"Dec 01, 2019",Axis Bank,0,5,I am using Axis Bank salary account which i am using for the past 2.5 years .I will be getting message alert as well as email alert for all transactions. If there is any banking update I use to get messages from bank. If I have any query can get assistance through customer service. I am satisfied with overall banking service .,positive
"Dec 01, 2019",IndusInd Bank,7,5,I have INDUSIND Bank saving account which I am holding for more than a year. I am using net banking service as well as mobile banking service both are user friendly and  if need  any clarifications can track all the transaction details through online.Customer service is also good and getting good response.,positive
"Dec 01, 2019",Axis Bank,0,5,"I have Axis  Bank Saving account which I am using for past 6 years. I am using net banking service as well as mobile banking service both are very comfortable  .If contact customer service for any help will get proper response .This banking service is really good and satisfied ,",positive
"Nov 30, 2019",Axis Bank,0,5,I have been holding Axis Bank salary account for the past 3 years . I am using net banking service as well as mobile banking service both are very much comfortable. I am using this service for money transfer and recharge purpose are very much useful. There was no fraudulent transaction happened so far.,positive
"Nov 30, 2019",Axis Bank,0,5,I am using Axis Bank saving account for the past 3 years .I am using net banking service as well as mobile banking service both are very much user friendly .I am using this service for money transfer and recharge purpose it is very much useful .If contact customer service for any assistance it is very useful and there was no difficulties faced so far.,positive
"Nov 30, 2019",SBI,0,5,I have state Bank Of India salary account for the past 6 years .I am using net banking service as well as mobile banking service both are very useful.I have used for money transfer .Customer service is also getting good response if contact for any assistance .Banking service is also satisfied according to me .,positive
"Nov 30, 2019",HDFC Bank,1,4,I am using HDFC Bank salary account for the past 7 months .I am using net banking service as well as mobile banking service both are much comfortable .I am using this service for  recharge and money transfer .There was no fraudulent transaction happened while using this account .,positive
"Nov 30, 2019",Axis Bank,0,5,I am having Axis Bank saving account which I am using for the past 5 years. I will be receiving message alert as well as email alert . Each and every transaction will be safe and there was no difficulties faced. Banking service is much comfortable and I am satisfied with the service so far.,positive
"Nov 30, 2019",SBI,0,3,"I am using State Bank Of India saving account for the past 4 to 5 years. I am using net banking service which is very useful to take bank statement, this is very much user friendly .If I contact for any assistance will be getting good response from customer service. I am satisfied with the banking service.",neutral
"Nov 29, 2019",HDFC Bank,2,4,"I hold the salary account with HDFC BANK for more than 3 years. I use both net banking and mobile application, Mobile application is easier. I use to check all the transactions and available balance. Platinum debit card maintaining charges is Rs.750 per annum. Only 5 transactions are free in ATM. Further they charger Rs.23 even it is from same atm.",positive
"Nov 29, 2019",SBI,1,4,"I have been holding an account for a saving with SBI bank since 15 years till now there was no issues. If i withdrawn more than 4 attempt with other ATM have some charges.
 I am getting an alert messages while withdrawal cash from ATM. I have SBI bank ATM near to my home.",positive
"Nov 29, 2019",Axis Bank,1,3,I am having a saving account with AXIS BANK for past 5 years. It is a minimum balance need to maintain of 10K. On monthly basis hidden charges are applicable approximately of 100- 500 rupees. ATM charges are avail if I do a transaction  of 10-12 times in a month and for cash transaction also available.,neutral
"Nov 29, 2019",Punjab National Bank,5,5,I am holding saving account with PUNJAB NATIONAL BANK for more than 5 years. Banker has intimated need to maintain a minimum balance of 2K. ATM and branches are near to reach them. I am using mobile app and net banking both are user friendly. It is safe to maintain a account with them.,positive
"Nov 29, 2019",HDFC Bank,1,5,I have been maintain a salary account with HDFC bank for past 2 years. It is not a zero balance account need to maintain a minimum balance of 10K. Whenever I do a transaction I get alert message on time from bank end. Their service is good and prompt.,positive
"Nov 29, 2019",SBI,0,3,"I am holding saving account with SBI for more than 5 years. Need to maintain a minimum balance of 10K. Before there was chargeable applicable if do transaction with other bank of up to 20 rupees. If I have any query I use to visit branch directly . One time I received a fraud call to renew the ATM card, they intimated that  I will be getting OTP number and need to share it, when I checked my card till 2 years are avail to expire. So I have not spoken further and call disconnected. Contacted to banker, they told dont share OTP number.",neutral
"Nov 29, 2019",HDFC Bank,1,4,I am using savings account  HDFC bank since 14 years. . I have selected this bank  its because of the good service and i can find the ATM anywhere. I need not to maitain a minimum balance. I am using  Internet banking facility. They are not taking any kind of additional charges. The branch experience is fine.,positive
"Nov 29, 2019",Punjab National Bank,0,4.5,"I have an account with an PNB BANK for the past 4 to 5 years. Its very good and user friendly bank. Customer support and responsiveness  is good. I can withdrawn cash per day Rs. 50,000. I am getting quick response. Any financial assistance has been rendered by the bank.",positive
"Nov 29, 2019",HDFC Bank,1,4,My savings account is in HDFC bank. Since 8 years I am using this account. Customer service was good. The rate of interest is very less for the loans and there is no hidden charges more over its a friendly bank according to my experience. I am using this online service which is very good.no card charges and also this is a DOMESTIC debit card.,positive
"Nov 28, 2019",HDFC Bank,0,4,I have HDFC Bank salary account for the past 2 years. I am using net banking service as well as mobile banking service. Mobile banking service is not up to the mark and net banking is used for money transfer only. I am satisfied with the banking service .,positive
"Nov 28, 2019",Axis Bank,0,4,I am holding  a salary account  with AXIS bank for more than 3 years. There is some hidden charges and need to pay of 230 rupees on monthly basis.  I am using mobile app and net banking both are user friendly to access. ATMs and branches are near to reach them. If I do transaction more than 3 times in a month ATM charges are applicable of 30 rupees. It is a zero balance account.,positive
"Nov 28, 2019",SBI,0,5,I have been holding an account for a saving with SBI for more than 20 years. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking I am not getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,positive
"Nov 28, 2019",HDFC Bank,0,4,"I'm maintaining a savings account in HDFC bank. Its because of the brand value, I have chosen this bank. I need to hold a balance of Rs. 5,000. Whenever i do the transaction, I'm receiving the notification immediately. They are not deducting any kind of hidden charges. I have visited their branch to open the account and they took 5 days to send the cheque book and debit card to my address.",positive
